claim_id,claimant_name,ssn,dob,injury_date,reported_date,injury_type,body_part,claim_status,adjuster_id,region,claim_amount,employee_id
CLM-03678,John Oliver,435-34-6192,2002-12-31,2024-08-09,2024-08-11,Burn,Hand,CLOSED,ADJ-14,Northern CA,19273.91,EMP-W-2373
CLM-03679,Juan Parker,512-80-5851,1964-08-14,2025-04-11,12-APR-2025,Sprain,Ankle,OPEN,ADJ-13,Central Valley,5379.27,EMP-W-3104
CLM-03680,Ryan Crane,869-94-8937,1964-09-01,2024-12-21,2024-12-26,Fracture,Hand,OPEN,ADJ-10,Sacramento,6762.62,EMP-W-3974
CLM-03681,Amanda Guzman,805-39-6512,1989-03-05,06/18/2024,2024-06-20,Fracture,Arm,OPEN,ADJ-05,Northern CA,20494.2,EMP-W-1973
CLM-03682,Anthony Rodriguez,860-01-6386,1976-06-17,2025-05-01,05-MAY-2025,Laceration,Scalp,CLOSED,ADJ-04,Central Valley,4121.19,EMP-W-1030
CLM-03683,Jesse Brown,520-91-3008,19-OCT-1995,2024-01-16,2024-01-19,Sprain,Ankle,CLOSED,ADJ-15,Bay Area,5932.22,EMP-W-1410
CLM-03684,Paula Caldwell,12-345-678,12/10/1968,2024-12-13,2024-12-15,Burn,Arm,CLOSED,ADJ-09,Inland Empire,15610.1,EMP-W-4947
CLM-03685,Justin Hurley,524-60-4319,2001-08-15,2025-01-20,2025-01-23,Fracture,Hand,CLOSED,ADJ-14,Sacramento,11052.99,EMP-W-2488
CLM-03686,Megan Burns,874-61-1501,1982-11-28,2025-05-14,05/14/2025,Laceration,Scalp,OPEN,ADJ-15,Sacramento,2832.3,EMP-W-1820
CLM-03687,Kevin Cunningham,648-30-5432,1995-07-04,2024-08-22,2024-08-23,Sprain,Knee,CLOSED,ADJ-13,Inland Empire,8565.49,EMP-W-2260
CLM-03688,Amanda Meadows,885-85-4806,2000-04-14,2025-05-23,2025-05-28,Fracture,Wrist,CLOSED,ADJ-06,Bay Area,5487.76,EMP-W-4235
CLM-03689,Ashley Hicks,082-17-0115,2000-05-05,2025-05-05,2025-05-07,Burn,Face,CLOSED,ADJ-06,Central Valley,20573.56,EMP-W-1399
CLM-03690,Justin Baker,295-78-6935,1977-09-18,2025-02-09,2025-02-14,Sprain,Ankle,OPEN,ADJ-06,Southern CA,9395.49,EMP-W-1027
CLM-03691,Patrick Perez,064-04-5934,2003-06-14,2024-11-07,2024-11-09,Contusion,Thigh,CLOSED,ADJ-15,Inland Empire,6480.96,EMP-W-2899
CLM-03692,Christopher Rubio,503-47-8517,13-AUG-1975,2024-07-17,2024-07-20,Fracture,Hand,OPEN,ADJ-04,Northern CA,20076.07,EMP-W-1144
CLM-03693,Eric Elliott,329-35-9344,1963-12-01,2024-01-14,2024-01-14,Strain,Neck,OPEN,ADJ-05,Southern CA,5643.83,EMP-W-4196
CLM-03694,April Randolph,621-07-9401,1975-06-02,30-MAR-2025,2025-03-31,Sprain,Wrist,CLOSED,ADJ-10,Northern CA,4790.78,EMP-W-2674
CLM-03695,Brandon Edwards,469-48-7336,1993-03-02,2024-11-19,2024-11-24,Strain,Shoulder,OPEN,ADJ-06,Sacramento,6924.29,EMP-W-3966
CLM-03696,Melanie Long,003-57-9491,1987-04-05,2024-06-01,2024-06-21,Burn,Face,CLOSED,ADJ-13,Inland Empire,9069.46,EMP-W-3173
CLM-03697,Ethan Jones,869-77-5131,1985-12-18,2024-03-31,2024-04-02,Burn,Face,CLOSED,ADJ-11,Southern CA,11623.47,EMP-W-4154
CLM-03698,Kristin Huerta,398-73-4126,2002-02-28,09-JUN-2025,13-JUN-2025,Laceration,Hand,CLOSED,ADJ-04,Central Valley,4116.5,EMP-W-2146
CLM-03699,Lance Lynn,375-76-6288,2001-03-04,06/04/2025,2025-06-04,Sprain,Ankle,CLOSED,ADJ-05,,5418.95,EMP-W-3609
CLM-03700,Lisa Hensley,249-94-8858,1993-09-09,2024-04-14,2024-04-18,Strain,Neck,CLOSED,ADJ-04,Sacramento,8456.82,EMP-W-1013
CLM-03701,Katherine Baxter,724-68-8160,1961-08-25,2024-05-22,27-MAY-2024,Burn,Arm,CLOSED,ADJ-08,Inland Empire,21392.11,EMP-W-3766
CLM-03702,Keith Wright,214-26-1537,1979-07-25,2024-02-01,2024-02-05,Fracture,Hand,OPEN,ADJ-05,Central Valley,15806.26,EMP-W-4744
CLM-03703,Sara James,241-22-4514,01/05/1967,2024-09-20,2024-09-22,Burn,Arm,CLOSED,ADJ-08,Bay Area,15618.18,EMP-W-3356
CLM-03704,Charles Robinson,645-57-0205,2007-01-01,2024-04-13,2024-04-14,Burn,Face,OPEN,ADJ-11,Sacramento,10692.85,EMP-W-3695
CLM-03705,Michele Ayala,692-23-2830,1964-11-25,2024-12-07,2024-12-07,Fracture,Wrist,CLOSED,ADJ-07,Sacramento,18061.36,EMP-W-4442
CLM-03706,Erin Stewart,851-65-2322,10/14/1973,2025-03-27,2025-03-28,Contusion,Hip,CLOSED,ADJ-01,Sacramento,6216.2,EMP-W-4829
CLM-03707,Elijah Wall,056-40-4620,14-OCT-1996,2024-03-02,2024-03-06,Contusion,Thigh,CLOSED,ADJ-12,Southern CA,4069.63,EMP-W-3731
CLM-03708,John Moore,301-85-3920,02/09/1983,2024-04-01,2024-04-06,Burn,Hand,OPEN,ADJ-03,Inland Empire,20999.65,EMP-W-4509
CLM-03709,Lori Green,115-78-8042,1996-07-03,2025-06-23,16-JUL-2025,Contusion,Hip,CLOSED,ADJ-07,Bay Area,4134.32,EMP-W-4045
CLM-03710,Dennis Spencer,721-81-3054,04/02/1996,2024-06-05,2024-06-09,Strain,Neck,CLOSED,ADJ-02,Central Valley,11945.91,EMP-W-4383
CLM-03711,Richard Gordon,507-64-4519,1975-09-23,2025-04-13,04/18/2025,Contusion,Thigh,CLOSED,ADJ-13,Sacramento,4119.46,EMP-W-2312
CLM-03712,Eric Russell,264-05-3673,07/01/1965,04/19/2025,2025-04-19,Strain,Neck,CLOSED,ADJ-14,Bay Area,4612.19,EMP-W-3338
CLM-03713,Willie Lara,513-21-2659,1964-08-27,2025-06-19,2025-06-22,Strain,Shoulder,OPEN,ADJ-02,Northern CA,9219.46,EMP-W-2947
CLM-03714,Shane Short,463-02-0878,05-NOV-1989,2024-01-07,2024-01-12,Laceration,Forearm,OPEN,ADJ-06,Sacramento,4871.99,EMP-W-2671
CLM-03715,Monica Curtis,737-82-5536,2006-11-28,2024-06-11,2024-06-15,Laceration,Forearm,OPEN,ADJ-11,Bay Area,4868,EMP-W-3958
CLM-03716,Karen Jones,837-28-6372,11/01/1971,2025-05-28,2025-05-28,Contusion,Thigh,CLOSED,ADJ-01,Bay Area,6186.21,EMP-W-3902
CLM-03717,Michael Ayala,849-74-2096,1969-05-17,2024-09-28,2024-09-28,Laceration,Hand,CLOSED,ADJ-06,Inland Empire,5437.13,EMP-W-2228
CLM-03718,Curtis Watson,775-90-4018,08-FEB-1984,2024-01-19,2024-01-22,Fracture,Arm,CLOSED,ADJ-11,Central Valley,24470.76,EMP-W-2092
CLM-03719,Victoria Webb,863-68-4675,1996-01-31,10/14/2024,2024-10-15,Laceration,Forearm,OPEN,ADJ-08,Sacramento,3840.61,EMP-W-2637
CLM-03720,Kelly Mclaughlin,478-19-0903,1981-02-13,2025-03-25,2025-03-29,Burn,Arm,CLOSED,ADJ-15,Sacramento,19970.29,EMP-W-2348
CLM-03721,Jeffrey Benton Jr.,334-13-4645,1981-12-13,2024-05-13,05/14/2024,Sprain,Knee,CLOSED,ADJ-08,Sacramento,1815.4,EMP-W-4992
CLM-03722,Jacqueline Dickerson,265-40-6892,1986-03-05,10/03/2024,2024-10-06,Laceration,Hand,CLOSED,ADJ-04,Inland Empire,5730.13,EMP-W-2385
CLM-03723,Randall Nguyen,886-03-9180,2002-12-31,2025-01-23,2025-01-23,Laceration,Scalp,OPEN,ADJ-01,Bay Area,5103.08,EMP-W-3527
CLM-03724,Michael Evans,230-56-9984,2003-06-25,2024-11-07,2024-11-11,Strain,Lower Back,OPEN,ADJ-15,Central Valley,6185.62,EMP-W-1083
CLM-03725,Ronald Murray,264-15-2690,1983-01-22,12/01/2024,12/06/2024,Sprain,Wrist,CLOSED,ADJ-14,Central Valley,5262.17,EMP-W-2600
CLM-03726,Robert Arnold,781-01-3336,1997-05-01,2024-10-20,2024-10-24,Fracture,Wrist,OPEN,ADJ-15,Southern CA,12851.97,EMP-W-1514
CLM-03727,Ryan Palmer,045-57-4875,1966-02-24,2024-07-02,06-JUL-2024,Fracture,Hand,OPEN,ADJ-15,Sacramento,12113.3,EMP-W-3776
CLM-03728,Jessica Hill,614-62-5662,1976-03-13,2025-02-22,2025-02-25,Burn,Arm,CLOSED,ADJ-15,Sacramento,14785.42,EMP-W-4643
CLM-03729,Luis Wells,215-29-6109,1972-04-21,2025-05-17,2025-05-20,Laceration,Scalp,CLOSED,ADJ-02,Sacramento,5766.84,EMP-W-4483
CLM-03730,Zachary Jones,232-21-1436,10-MAY-1997,2024-06-11,2024-06-11,Contusion,Hip,OPEN,ADJ-15,Southern CA,3991.24,EMP-W-2963
CLM-03731,Stephanie Evans,819-78-4429,1973-10-21,2025-05-27,2025-05-27,Strain,Lower Back,CLOSED,ADJ-07,Central Valley,10895.42,EMP-W-2063
CLM-03732,Michelle Mendoza DVM,575-16-8142,08/04/1999,2025-01-03,2025-01-08,Laceration,Scalp,OPEN,ADJ-07,Inland Empire,2063.67,EMP-W-3681
CLM-03733,Teresa Horton,578-87-7435,1968-03-09,11/05/2024,05-NOV-2024,Strain,Shoulder,CLOSED,ADJ-10,Northern CA,5209.9,EMP-W-2604
CLM-03734,Lisa Guerra,788-77-7288,02/23/1970,2025-05-12,2025-05-17,Contusion,Thigh,CLOSED,ADJ-14,unknown,2019.37,EMP-W-2980
CLM-03735,Valerie Gonzalez,887-04-1328,2007-10-14,2025-03-17,2025-03-18,Burn,Hand,CLOSED,ADJ-12,Sacramento,11404.6,EMP-W-3130
CLM-03736,Jeffrey Vaughn,759-98-7530,1976-10-09,12/31/2024,2024-12-31,Strain,Neck,CLOSED,ADJ-02,Central Valley,12232.28,EMP-W-4385
CLM-03737,"Miller, Jennifer",498-16-2218,24-FEB-1967,05/19/2025,2025-05-21,CONTUSION,Hip,CLOSED,ADJ-06,sacramento,5306.74,EMP-W-3735
CLM-03738,Laura Mckinney,172-47-8123,2003-08-13,2024-11-14,2024-11-17,Sprain,Knee,OPEN,ADJ-10,Inland Empire,5925.36,EMP-W-1392
CLM-03739,Kerry Ware,000000000,1990-11-03,2024-07-20,2024-07-20,Burn,Face,CLOSED,ADJ-03,Central Valley,17403.07,EMP-W-4528
CLM-03740,Laura Robertson,615-10-0817,06/08/1971,2024-12-03,2024-12-05,Fracture,Wrist,CLOSED,ADJ-15,Inland Empire,32815.56,EMP-W-2802
CLM-03741,Tyler Fisher,039-57-6290,2000-04-15,2024-04-19,04/21/2024,Burn,Hand,OPEN,ADJ-04,Central Valley,10591.39,EMP-W-4620
CLM-03742,Mark Davis,437-52-5871,1965-04-19,2024-03-04,2024-03-09,Burn,Hand,OPEN,ADJ-15,Bay Area,12041.32,EMP-W-3399
CLM-03743,Jesse Castro,110-69-0792,01/17/1965,2024-03-07,2024-03-11,Strain,Neck,OPEN,ADJ-12,Northern CA,4562.03,EMP-W-2159
CLM-03744,Clinton Moore,382-36-4863,18-NOV-1962,17-DEC-2024,2024-12-21,Strain,Lower Back,CLOSED,ADJ-03,Bay Area,8859.77,EMP-W-3846
CLM-03745,Judith Miller,026-05-0317,1976-02-19,2024-08-20,08/24/2024,Fracture,Hand,CLOSED,ADJ-11,Central Valley,20364.54,EMP-W-2906
CLM-03746,Brenda Hale,515-10-6364,1976-11-25,31-DEC-2024,2025-01-04,Laceration,Scalp,CLOSED,ADJ-08,Northern CA,4467.27,EMP-W-2547
CLM-03747,Heidi Brown,138-43-1855,26-OCT-1967,2024-01-15,2024-01-20,Sprain,Ankle,OPEN,ADJ-06,Southern CA,5392.61,EMP-W-2158
CLM-03748,Amber Wright,393-59-4831,05/15/1999,09/02/2024,02-SEP-2024,Contusion,Hip,CLOSED,ADJ-03,,7393.54,EMP-W-1145
CLM-03749,Carolyn Haley,617-12-4865,1986-09-06,2025-05-05,05/05/2025,Strain,Neck,CLOSED,ADJ-07,,7707.68,EMP-W-3559
CLM-03750,Kimberly Nelson,435-58-6292,1970-01-06,2024-11-04,11/07/2024,Burn,Hand,CLOSED,ADJ-05,Bay Area,15897.89,EMP-W-9999
CLM-03751,Wesley Williams,172-53-7895,1987-12-29,2024-03-12,2024-03-15,Sprain,Wrist,OPEN,ADJ-09,Northern CA,7368.45,EMP-W-4789
CLM-03752,Michele Hill,076-64-4983,2005-04-16,05/11/2025,2025-05-12,Laceration,Hand,CLOSED,ADJ-11,Bay Area,2974.57,EMP-W-2042
CLM-03753,Matthew Moore,451-76-0195,1980-05-07,10/05/2024,2024-10-09,Burn,Hand,OPEN,ADJ-09,Bay Area,15806.22,EMP-W-1276
CLM-03754,Brian Mccarthy,825-46-5495,1972-10-08,08/27/2024,2024-08-29,Fracture,Hand,OPEN,ADJ-04,Inland Empire,21936.47,EMP-W-4415
CLM-03755,Stacy Werner,775-19-4821,29-JAN-1973,2024-10-10,2024-10-11,Laceration,Scalp,OPEN,ADJ-04,Sacramento,4911.33,EMP-W-4980
CLM-03756,Karen Griffin,494-11-6524,1964-03-09,2024-12-19,2024-12-21,Sprain,Wrist,OPEN,ADJ-13,Central Valley,9018.85,EMP-W-3300
CLM-03757,Austin Ross,712-83-3098,03/15/1981,02/05/2025,2025-02-08,Fracture,Wrist,CLOSED,ADJ-05,Sacramento,18637.72,EMP-W-3513
CLM-03758,Richard Henson,095-13-5210,1980-07-07,02/22/2025,02/24/2025,Contusion,Hip,OPEN,ADJ-14,Southern CA,5702.34,EMP-W-1105
CLM-03759,Peter Thompson,832-24-4180,1961-10-17,2024-10-26,10/29/2024,Fracture,Wrist,CLOSED,ADJ-13,Northern CA,20767.51,EMP-W-2013
CLM-03760,Justin Foster,540-92-6050,1985-06-09,2024-11-15,2024-11-16,Strain,Lower Back,OPEN,ADJ-15,Southern CA,11213.06,EMP-W-2432
CLM-03761,Deborah Wood,515-83-3677,1990-07-14,10-NOV-2024,2024-11-10,Laceration,Forearm,OPEN,ADJ-08,Bay Area,3485.2,EMP-W-4982
CLM-03762,Lisa Nelson,268-42-4308,2004-08-01,2024-07-08,2024-07-09,Strain,Lower Back,CLOSED,ADJ-13,Central Valley,6014.49,EMP-W-2439
CLM-03763,Susan Porter,555-0100,1972-11-13,2024-07-15,07/16/2024,Sprain,Knee,CLOSED,ADJ-04,Northern CA,8565.68,EMP-W-2367
CLM-03764,"Powers, Susan",817-62-5352,1988-12-05,2025-06-16,2025-06-20,laceration,Scalp,CLOSED,ADJ-03,inland empire,4470.78,EMP-W-2071
CLM-03765,John Collins,778-66-1753,1984-02-29,2024-05-02,06-MAY-2024,Sprain,Knee,CLOSED,ADJ-01,Southern CA,6618.38,EMP-W-4527
CLM-03766,Virginia Casey,543-01-8902,12/16/1988,2024-02-12,2024-02-12,Fracture,Arm,CLOSED,ADJ-07,Sacramento,14519.22,EMP-W-1942
CLM-03767,Katherine Stark,345-22-3545,1991-05-07,2024-07-03,07/06/2024,Contusion,Shoulder,CLOSED,ADJ-09,Inland Empire,6615.15,EMP-W-1689
CLM-03768,Margaret Orr,109-03-0139,1971-06-18,2024-03-17,03/22/2024,Sprain,Wrist,CLOSED,ADJ-11,Sacramento,10165.75,EMP-W-3272
CLM-03769,Erica Huang,746-80-6032,21-FEB-2003,2024-06-22,2024-06-22,Burn,Hand,CLOSED,ADJ-08,Central Valley,10529.48,EMP-W-4523
CLM-03770,Paul Moreno,079-29-0330,1965-11-23,2025-04-24,28-APR-2025,Strain,Shoulder,CLOSED,ADJ-03,Bay Area,11719.46,EMP-W-2217
CLM-03771,Sharon Wilson,544-02-6351,2000-02-19,2024-04-18,2024-04-18,Laceration,Hand,OPEN,ADJ-10,Central Valley,5261.86,EMP-W-3306
CLM-03772,Felicia Aguilar,800-93-3640,1971-12-04,2024-03-18,03/23/2024,Fracture,Wrist,CLOSED,ADJ-03,Southern CA,24291.39,EMP-W-1425
CLM-03773,Jessica Buck,029-80-7536,1968-05-11,09/30/2024,10/02/2024,Sprain,Ankle,CLOSED,ADJ-01,Bay Area,7058.08,EMP-W-3352
CLM-03774,Jennifer Moore,459-45-9988,1972-12-28,2025-03-05,2025-03-05,Fracture,Arm,OPEN,ADJ-10,Inland Empire,21648.08,EMP-W-3506
CLM-03775,John Collins,503-40-6780,1964-09-06,2024-08-10,14-AUG-2024,Burn,Face,OPEN,ADJ-15,Bay Area,19659.79,EMP-W-4527
CLM-03776,Dennis Garcia,065-66-3530,1970-06-19,2024-07-25,2024-07-26,Laceration,Scalp,OPEN,ADJ-04,Inland Empire,3742.03,EMP-W-4516
CLM-03777,James Ferrell,512-08-0339,14-APR-1968,2024-10-07,10/09/2024,Strain,Lower Back,OPEN,ADJ-06,Bay Area,9191.37,EMP-W-1032
CLM-03778,Ralph Hendricks,007-20-2302,06/23/1970,06/03/2024,2024-06-06,Fracture,Arm,CLOSED,ADJ-08,Sacramento,10357.5,EMP-W-4394
CLM-03779,Jeffrey White,743-15-2774,1988-05-24,2024-10-13,10/13/2024,Fracture,Wrist,CLOSED,ADJ-15,Southern CA,15119.77,EMP-W-3791
CLM-03780,Howard Thompson,580-26-4401,24-JUN-2001,04/25/2025,04/30/2025,Sprain,Wrist,CLOSED,ADJ-03,Inland Empire,5179.75,EMP-W-3553
CLM-03781,Laura Griffin,115-01-6260,1992-12-25,2024-07-03,2024-07-05,Burn,Hand,OPEN,ADJ-05,unknown,20265.88,EMP-W-1766
CLM-03782,Jose Travis,573-20-2488,1986-02-25,02-FEB-2025,2025-02-28,Fracture,Hand,OPEN,ADJ-05,Central Valley,11110.56,EMP-W-1249
CLM-03783,Katrina Johnson,457-19-1779,09/29/1965,2024-11-19,2024-11-23,Laceration,Forearm,OPEN,ADJ-03,Central Valley,4712.69,EMP-W-3709
CLM-03784,Karen Goodman,896-63-0324,1972-01-28,01/04/2025,2025-01-05,Fracture,Arm,CLOSED,ADJ-15,Central Valley,18200.04,EMP-W-4869
CLM-03785,Jennifer Gonzalez,833-42-4149,1981-12-22,2024-06-23,2024-06-26,Sprain,Wrist,OPEN,ADJ-15,Inland Empire,7917,EMP-W-3281
CLM-03786,Allen Rosales,806-77-6398,1982-12-23,2025-03-06,03/10/2025,Fracture,Wrist,CLOSED,ADJ-06,Central Valley,20075.07,EMP-W-1196
CLM-03787,Mary Thompson,335-05-2574,1980-03-16,2024-02-03,05-FEB-2024,Strain,Lower Back,CLOSED,ADJ-11,Bay Area,14384.63,EMP-W-1403
CLM-03788,Brian Mendoza,175-38-2321,08-AUG-1978,2024-12-27,2025-01-01,Burn,Arm,CLOSED,ADJ-12,Central Valley,17017.97,EMP-W-2897
CLM-03789,Jason Crawford,865-88-3184,1971-12-02,2024-09-07,2024-09-12,Sprain,Ankle,CLOSED,ADJ-07,Inland Empire,5578.42,EMP-W-3908
CLM-03790,Julia Dunn MD,461-55-7574,1980-07-10,2025-02-13,2025-02-15,Contusion,Thigh,OPEN,ADJ-04,Southern CA,5592.43,EMP-W-2255
CLM-03791,Stephen Lopez,315-67-2740,1973-07-27,2024-02-06,2024-02-07,Burn,Arm,OPEN,ADJ-01,Northern CA,18192.95,EMP-W-4802
CLM-03792,Garrett Robinson,523-96-8015,03/17/1999,2024-08-23,2024-08-25,Fracture,Hand,CLOSED,ADJ-06,Bay Area,27239.9,EMP-W-4070
CLM-03793,Ruben Jones,012-64-3200,04/24/2003,2025-03-18,2025-03-22,Laceration,Scalp,CLOSED,ADJ-04,unknown,4798.9,EMP-W-4915
CLM-03794,Robin Young,776-56-2862,02/04/2000,2024-06-30,07/03/2024,Fracture,Arm,OPEN,ADJ-04,Sacramento,13241.09,EMP-W-1401
CLM-03795,William Hunter,388-05-2567,2002-11-19,2025-03-27,2025-03-30,Fracture,Hand,CLOSED,ADJ-11,Southern CA,40431.83,EMP-W-3723
CLM-03796,Sharon Wilson,654-65-4337,13-MAR-1982,01/28/2024,02/15/2024,Sprain,Knee,CLOSED,ADJ-07,Southern CA,8473.89,EMP-W-3306
CLM-03797,Sarah Moore,417-45-7665,1992-11-21,04/28/2024,2024-05-01,Strain,Neck,CLOSED,ADJ-06,Inland Empire,5881.26,EMP-W-1076
CLM-03798,Sandra Hines,534-60-3523,1971-05-27,2024-05-15,17-MAY-2024,Contusion,Thigh,OPEN,ADJ-12,Inland Empire,3672.89,EMP-W-3122
CLM-03799,Keith Jennings,802-23-7675,1987-02-28,2024-10-05,2024-10-10,Strain,Shoulder,OPEN,ADJ-14,Sacramento,4816.18,EMP-W-1299
CLM-03800,Susan Baldwin,738-04-2545,2005-03-26,2025-04-16,2025-04-16,Sprain,Wrist,CLOSED,ADJ-08,Southern CA,6285.17,EMP-W-2797
CLM-03801,Adam Vaughan,103-39-3829,08/24/1987,2025-01-12,2025-01-24,Contusion,Hip,CLOSED,ADJ-07,Bay Area,5573.04,EMP-W-1199
CLM-03802,Kelly Rowe,358-50-6836,1996-06-27,2024-05-23,2024-05-28,Contusion,Thigh,CLOSED,ADJ-11,Inland Empire,4426.22,EMP-W-2670
CLM-03803,Meghan Cisneros,829-21-2171,02/10/1997,05/03/2024,2024-05-08,Fracture,Leg,CLOSED,ADJ-03,Northern CA,9871.01,EMP-W-1495
CLM-03804,Lori Patton,614-94-6806,1986-04-17,05/26/2024,2024-05-26,Strain,Lower Back,OPEN,ADJ-07,Sacramento,5296.73,EMP-W-2845
CLM-03805,Sharon Baird,812-79-1278,05/01/1986,01/09/2024,2024-01-13,Laceration,Forearm,OPEN,ADJ-14,Bay Area,4826.21,EMP-W-3497
CLM-03806,Nancy Stewart,689-59-7895,1962-01-04,28-OCT-2024,2024-11-02,Burn,Arm,OPEN,ADJ-09,Northern CA,14516.84,EMP-W-1728
CLM-03807,Edwin Carter,562-10-1854,1985-11-02,2024-10-14,2024-10-15,Contusion,Thigh,CLOSED,ADJ-15,Sacramento,3883.66,EMP-W-3780
CLM-03808,Ashley Smith,840-96-9921,1970-10-17,2024-06-10,2024-06-13,Contusion,Thigh,OPEN,ADJ-07,Central Valley,5784.66,EMP-W-1571
CLM-03809,Sandra Aguilar,124-48-1055,1964-01-31,2024-11-02,11/04/2024,Laceration,Hand,OPEN,ADJ-03,Northern CA,4369.33,EMP-W-1101
CLM-03810,Colin Fletcher,231-18-0232,07/23/2007,2024-05-17,05/17/2024,Strain,Shoulder,CLOSED,ADJ-02,Sacramento,8166.91,EMP-W-2322
CLM-03811,Mary Peterson,830-57-6836,1976-11-12,2024-05-26,2024-05-28,Laceration,Hand,OPEN,ADJ-15,Bay Area,3885.38,EMP-W-4889
CLM-03812,Jonathan Moss,283-14-4361,12-FEB-1974,2025-03-03,03/07/2025,Burn,Hand,CLOSED,ADJ-04,Southern CA,22215.44,EMP-W-3589
CLM-03813,Steven Medina,443-93-4782,08/02/1970,2024-12-18,2024-12-19,Laceration,Forearm,CLOSED,ADJ-09,Southern CA,2694.76,EMP-W-3002
CLM-03814,Michelle Davis DVM,607-29-0504,29-JAN-1987,05/25/2025,2025-05-28,Strain,Lower Back,CLOSED,ADJ-14,Inland Empire,7437.29,EMP-W-1907
CLM-03815,Mr. Lawrence Brooks,319-07-5829,1997-09-08,2025-02-24,2025-03-01,Sprain,Ankle,OPEN,ADJ-02,Central Valley,2666.41,EMP-W-4791
CLM-03816,Mr. Edward Terry,837-78-7508,1999-11-03,12-JUL-2024,2024-07-15,Laceration,Hand,CLOSED,ADJ-14,Sacramento,3554.5,EMP-W-2469
CLM-03817,Kevin Hernandez,570-76-8900,1973-08-11,2025-01-16,2025-01-19,Strain,Lower Back,CLOSED,ADJ-05,Central Valley,8442.44,EMP-W-2758
CLM-03818,Nicholas Stanley,113-98-7754,1991-10-13,15-MAY-2024,2024-05-20,Fracture,Hand,CLOSED,ADJ-10,Bay Area,22231.64,EMP-W-2410
CLM-03819,Ryan Murphy,540-42-4584,1986-10-06,01/10/2024,10-JAN-2024,Contusion,Thigh,CLOSED,ADJ-08,Sacramento,2379.28,EMP-W-1896
CLM-03820,Frank Flores,870-28-3882,01/06/2000,14-DEC-2024,2024-12-17,Strain,Shoulder,CLOSED,ADJ-06,Central Valley,8365.98,EMP-W-4401
CLM-03821,Troy Mills,347-31-0138,1963-09-05,2024-10-03,05-OCT-2024,Burn,Face,OPEN,ADJ-10,Sacramento,25680.51,EMP-W-1878
CLM-03822,"Cisneros, Sean",764-86-2095,12/29/2005,2024-09-27,2024-09-29,Contusion  ,Thigh,CLOSED,ADJ-05,central valley,800.0,EMP-W-3991
CLM-03823,Veronica Flores,355-95-5755,03-OCT-1974,05/05/2024,08-MAY-2024,Strain,Lower Back,CLOSED,ADJ-13,Inland Empire,9215.11,EMP-W-3673
CLM-03824,Debra Reid,126-29-1557,1969-06-04,2024-12-04,2024-12-06,Contusion,Thigh,OPEN,ADJ-01,Southern CA,3472.64,EMP-W-3992
CLM-03825,Kathryn Dillon,345-12-5568,08/22/1990,2025-03-14,2025-03-16,Strain,Lower Back,OPEN,ADJ-02,Bay Area,7113.48,EMP-W-2081
CLM-03826,Michele Edwards,714-86-8414,2007-10-18,2025-02-05,2025-02-06,Sprain,Wrist,CLOSED,ADJ-01,Bay Area,7441.27,EMP-W-2663
CLM-03827,Rachel Jones,599-11-0925,1985-04-08,2024-10-04,2024-10-06,Burn,Arm,CLOSED,ADJ-10,Southern CA,12864.41,EMP-W-1756
CLM-03828,James Randall,803-36-8824,1973-04-24,2024-05-21,2024-05-23,Strain,Neck,CLOSED,ADJ-11,Southern CA,8657.81,EMP-W-2936
CLM-03829,Stacey Clark,677-69-7793,1999-06-17,04/20/2024,2024-04-22,Sprain,Knee,OPEN,ADJ-08,Southern CA,6803.91,EMP-W-3456
CLM-03830,Paula Caldwell,710-76-7203,1985-07-14,2024-10-01,06-OCT-2024,Fracture,Hand,OPEN,ADJ-12,Southern CA,17202.92,EMP-W-4947
CLM-03831,Carlos Ryan,431-37-9370,1977-07-25,2024-10-31,11/23/2024,Strain,Shoulder,OPEN,ADJ-12,Southern CA,6174.05,EMP-W-1308
CLM-03832,Janice Cunningham,397-96-2051,1968-03-24,2025-04-12,2025-04-15,Contusion,Thigh,OPEN,ADJ-09,Central Valley,9214.09,EMP-W-3601
CLM-03833,Jordan Pace,531-06-6442,02/16/2006,2024-06-01,06/01/2024,Burn,Hand,OPEN,ADJ-07,Sacramento,13905.12,EMP-W-3389
CLM-03834,John Dixon,839-46-6537,1967-10-24,01/03/2024,06-JAN-2024,Burn,Hand,OPEN,ADJ-08,Inland Empire,14483.34,EMP-W-2275
CLM-03835,Kevin Oconnor,891-26-0486,1961-09-25,2024-12-22,2024-12-26,Sprain,Knee,CLOSED,ADJ-04,Bay Area,5783.0,EMP-W-1306
CLM-03836,Christian Cross,476-83-4789,1984-05-23,2024-01-17,2024-01-17,Contusion,Hip,OPEN,ADJ-10,Inland Empire,7025.6,EMP-W-4515
CLM-03837,David Alvarez,835-87-7385,1994-09-19,2024-11-02,2024-11-04,Sprain,Ankle,CLOSED,ADJ-10,Southern CA,9215.0,EMP-W-1139
CLM-03838,Julia Cole,880-32-7104,1974-11-10,2024-06-25,2024-06-27,Fracture,Wrist,CLOSED,ADJ-06,Central Valley,17327.67,EMP-W-3319
CLM-03839,Corey Norris,437-06-6334,2000-08-19,2024-02-27,2024-03-02,Fracture,Leg,CLOSED,ADJ-12,Southern CA,18408.5,EMP-W-2467
