employee_id,full_name,job_class,hire_date,annual_wage,employer_id
EMP-W-4065,Wendy Webb,Driver,10/20/2019,56778,EMP-111
EMP-W-4066,Kimberly Moore,Welder,2000-11-23,62074,EMP-137
EMP-W-4067,Tammy Lee,Driver,2002-07-20,66616,EMP-133
EMP-W-4068,Alexander Hunt,Welder,2008-11-10,69834,EMP-135
EMP-W-4069,Sean Wilson,Driver,2012-05-09,99380,EMP-103
EMP-W-4070,Garrett Robinson,Supervisor,2016-11-07,46784,EMP-124
EMP-W-4071,Teresa Adams,Supervisor,2016-05-28,77462,EMP-134
EMP-W-4072,Dr. Gregory Arnold,Construction,2006-06-13,65739,EMP-137
EMP-W-4073,Patrick Simpson,Welder,10/15/2018,33720,EMP-100
EMP-W-4074,Jennifer Lee,Machinist,2001-06-22,75872,EMP-108
EMP-W-4075,Michael Clay,Office,2018-02-10,84817,EMP-136
EMP-W-4076,James Silva,Laborer,2012-07-08,46570,EMP-123
EMP-W-4077,Emily Bauer,Office,2013-05-03,61839,EMP-129
EMP-W-4078,Katherine Andrade,Construction,2016-04-19,30943,EMP-122
EMP-W-4079,Paul Cabrera,Welder,2003-06-28,39341,EMP-117
EMP-W-4080,Lisa Patterson,Warehouse,28-APR-2005,80864,EMP-119
EMP-W-4081,Jacqueline Chen,Welder,11-AUG-2020,53604,EMP-126
EMP-W-4082,Christopher Johnson,Driver,2010-06-26,42041,EMP-105
EMP-W-4083,Laurie Carter,Warehouse ,2021-01-26,66130,EMP-105
EMP-W-4084,Maria Sanford,Laborer ,2017-02-07,52596,EMP-105
EMP-W-4085,Allen White,Construction,09-SEP-2011,53525,EMP-100
EMP-W-4086,Richard Howard,Machinist,2005-06-29,75307,EMP-130
EMP-W-4087,Matthew Watson,Driver,2002-03-07,41088,EMP-125
EMP-W-4088,Barbara Flores,Warehouse,2023-11-21,45703,EMP-100
EMP-W-4089,Gary Marshall,Supervisor,2005-06-13,64773,EMP-115
EMP-W-4090,Stephanie Hoffman,Laborer,2000-10-27,79449,EMP-138
EMP-W-4091,Lance Rose,Machinist,05/21/2004,84286,EMP-133
EMP-W-4092,Donald Franklin,Machinist,2014-06-01,50028,EMP-104
EMP-W-4093,Shannon Jones,Machinist,18-JAN-2008,78872,EMP-132
EMP-W-4094,Jennifer Avila,Laborer,2008-08-30,47885,EMP-127
EMP-W-4095,Francisco Gonzalez,Office,2002-04-14,94871,EMP-110
EMP-W-4096,Kathleen Mooney,Driver,2007-10-08,41592,EMP-121
EMP-W-4097,Caleb Jackson,Driver,22-APR-2013,85912,EMP-118
EMP-W-4098,James Ray,Construction,2011-02-03,50183,EMP-118
EMP-W-4099,Mason Chase,Warehouse,2012-08-20,98238,EMP-100
EMP-W-4100,Susan Mitchell DVM,Warehouse,11/08/2006,72643,EMP-119
EMP-W-4101,Steven Hull,Laborer,05/21/2001,43711,EMP-129
EMP-W-4102,Matthew Jones,Laborer,2002-08-11,52599,EMP-122
EMP-W-4103,Robert Cummings,Construction,03/31/2024,76061,EMP-121
EMP-W-4104,Paul Ross,Supervisor,16-FEB-2011,80947,EMP-106
EMP-W-4105,Emily Salazar,Supervisor,2024-04-12,60727,EMP-111
EMP-W-4106,Michael Gibson,Supervisor,2006-06-23,62803,EMP-100
EMP-W-4107,Tracy Martinez,Office,2019-12-19,75650,EMP-131
EMP-W-4108,Luke Johnson,Driver,2015-08-26,64372,EMP-133
EMP-W-4109,Adam Garcia,Machinist,2001-06-10,38716,EMP-126
EMP-W-4110,Michael Graham,Construction,2018-12-15,47366,EMP-100
EMP-W-4111,Corey Barrera,Welder,2017-07-13,66232,EMP-114
EMP-W-4112,Steven Mayo,Office,26-MAY-2003,83878,EMP-123
EMP-W-4113,Shawna Green,Supervisor,2011-02-01,91087,EMP-127
EMP-W-4114,Ashley Valentine,Welder,2016-05-04,76031,EMP-106
EMP-W-4115,Gary Salazar,Construction,11/02/2004,67171,EMP-110
EMP-W-4116,Debra Jackson,Supervisor,2018-03-28,75478,EMP-127
EMP-W-4117,Joe Martinez,Supervisor,2024-04-01,49998,EMP-112
EMP-W-4118,Nicole Barron,Warehouse,2019-07-19,59241,EMP-118
EMP-W-4119,Jennifer Griffin,Machinist,2022-09-15,47165,EMP-125
EMP-W-4120,Joseph Lane,Supervisor,2005-08-16,39522,EMP-102
EMP-W-4121,Vanessa Morris,Warehouse,04/27/2017,68003,EMP-130
EMP-W-4122,Courtney Baker,Driver,08/03/2012,65339,EMP-126
EMP-W-4123,Bradley Hansen,Construction,2002-07-29,74377,EMP-108
EMP-W-4124,Mary Moss,Office,2009-12-09,71830,EMP-132
EMP-W-4125,Blake Bonilla,Machinist,01/26/2007,66367,EMP-107
EMP-W-4126,Adam Robinson,Laborer,2019-09-03,72019,EMP-108
EMP-W-4127,Chelsea Garcia,Supervisor,2017-07-14,61231,EMP-132
EMP-W-4128,Kevin Rose,Warehouse ,25-NOV-2023,69432,EMP-103
EMP-W-4129,Paige Collins,Office,2009-03-01,48929,EMP-138
EMP-W-4130,Christian Wagner,Office,2024-02-25,68654,EMP-130
EMP-W-4131,Colleen Cox,Welder,2011-07-12,74031,EMP-131
EMP-W-4132,Shawna Palmer,Office,2020-10-21,49945,EMP-115
EMP-W-4133,Chelsea Ramirez,Machinist,2017-09-02,62932,EMP-115
EMP-W-4134,Eric Kane,Driver,2011-11-25,50775,EMP-116
EMP-W-4135,Bridget Walter,Office,2013-06-01,52522,EMP-112
EMP-W-4136,Cynthia Shannon,Driver,2003-04-03,41751,EMP-132
EMP-W-4137,Allen Stanley,Warehouse,2016-05-20,84783,EMP-137
EMP-W-4138,Derek Mcintosh,Warehouse,2017-11-03,81182,EMP-107
EMP-W-4139,Jeffrey Hernandez,Office,07/30/2018,71673,EMP-102
EMP-W-4140,Katie Brown,Warehouse,2012-03-24,97499,EMP-109
EMP-W-4141,Brent Wong,Laborer,2005-05-22,58593,EMP-139
EMP-W-4142,Jenny Carter,Driver,07/23/2015,116571,EMP-103
EMP-W-4143,Kirk Moreno,Office,06/14/2007,57904,EMP-133
EMP-W-4144,Jeffrey Maldonado DDS,Warehouse,2010-10-07,66593,EMP-114
EMP-W-4145,Colleen Brown,Office,2009-06-07,54839,EMP-130
EMP-W-4146,Derek Jones,Office,2021-10-04,68701,EMP-103
EMP-W-4147,Darrell Oliver,Driver,2010-11-11,77041,EMP-117
EMP-W-4148,Jenna Garcia,Welder,03/15/2008,59949,EMP-122
EMP-W-4149,Sherry Adams,Warehouse,10/04/2005,93980,EMP-120
EMP-W-4150,Richard Bailey,Machinist,2022-05-18,66304,EMP-102
EMP-W-4151,Kyle Gross,Laborer,06/27/2024,66868,EMP-120
EMP-W-4152,Jonathan Graves,Welder,2015-01-01,45638,EMP-130
EMP-W-4153,Eric Knox,Driver,2011-12-11,69532,EMP-127
EMP-W-4154,Ethan Jones,Welder,03/21/2016,59587,EMP-131
EMP-W-4155,Steven Thomas,Supervisor,2008-03-15,51051,EMP-119
EMP-W-4156,John Cook,Driver,2019-07-05,48023,EMP-100
EMP-W-4157,Dennis Jones,Supervisor,2018-09-01,110091,EMP-123
EMP-W-4158,Sarah Wheeler,Supervisor,20-APR-2008,57257,EMP-115
EMP-W-4159,Lauren Freeman,Warehouse,2012-02-18,35774,EMP-137
EMP-W-4160,Brian Fuentes,Driver,04/14/2007,49432,EMP-106
EMP-W-4161,Wanda Conley,Driver,2018-08-29,61071,EMP-102
EMP-W-4162,Carol Thomas,Warehouse,2015-12-20,71840,EMP-128
EMP-W-4163,Eric Fitzgerald,Driver,02/01/2020,71986,EMP-134
EMP-W-4164,Nicholas Fritz,Welder,02/16/2009,74179,EMP-130
EMP-W-4165,John Diaz,Machinist,2015-06-14,50392,EMP-102
EMP-W-4166,Harold Mckinney,Warehouse,2018-10-11,68127,EMP-126
EMP-W-4167,Patricia Vincent,Supervisor,08-MAR-2013,46230,EMP-123
EMP-W-4168,Linda Rodriguez,Driver,2004-05-24,50846,EMP-127
EMP-W-4169,Monica Smith,Construction,2021-06-22,45481,EMP-126
EMP-W-4170,Selena Hopkins,Laborer,2001-01-06,40609,EMP-110
EMP-W-4171,Jonathan Sanchez,Machinist,2012-03-19,81155,EMP-118
EMP-W-4172,Valerie Howard,Laborer,06/22/2022,74395,EMP-112
EMP-W-4173,Cheryl Blevins,Construction,09/06/2006,79579,EMP-134
EMP-W-4174,Tracie Wiley,Driver,2001-06-24,62707,EMP-110
EMP-W-4175,Stephanie Cole,Office,11/15/2004,75982,EMP-135
EMP-W-4176,Kelsey Baker,Office,01/03/2007,30296,EMP-138
EMP-W-4177,Stacy Myers,Warehouse,05/01/2012,77535,EMP-111
EMP-W-4178,Xavier Parker,Machinist,08-MAY-2024,65188,EMP-136
EMP-W-4179,Joseph Cooper,Laborer,2014-09-28,73287,EMP-132
EMP-W-4180,Jessica Gibson,Welder,2004-01-31,68840,EMP-119
EMP-W-4181,Rebecca Roberts,Welder,2014-08-18,44233,EMP-117
EMP-W-4182,Kathryn Jennings,Machinist,2019-03-03,35035,EMP-114
EMP-W-4183,Chris Levy,Warehouse,2022-06-19,49183,EMP-118
EMP-W-4184,Mary Torres,Machinist,10/04/2022,72168,EMP-117
EMP-W-4185,Robert Smith,Welder,2018-07-19,74421,EMP-103
EMP-W-4186,Douglas Watkins,Warehouse,2013-05-05,37377,EMP-134
EMP-W-4187,Eric Jordan,Laborer,04/20/2019,44340,EMP-122
EMP-W-4188,April King,Supervisor,12/15/2007,48981,EMP-105
EMP-W-4189,Douglas Trevino,Machinist,08/31/2012,55568,EMP-126
EMP-W-4190,Patricia Moore,Supervisor,2011-04-14,37483,EMP-103
EMP-W-4191,Devin Ferrell,Supervisor,2024-01-17,36403,EMP-114
EMP-W-4192,Kevin Miller,Machinist,19-DEC-2011,47206,EMP-116
EMP-W-4193,John Gomez,Driver,10/23/2023,63552,EMP-124
EMP-W-4194,Mandy Henderson,Warehouse,12/19/2012,40749,EMP-128
EMP-W-4195,Annette Green,Supervisor,13-AUG-2014,59915,EMP-117
EMP-W-4196,Eric Elliott,Office,2015-05-13,81053,EMP-109
EMP-W-4197,Erica Lane,Warehouse,2004-07-02,38567,EMP-127
EMP-W-4198,Christina Taylor,Machinist,23-DEC-2007,58283,EMP-130
EMP-W-4199,Elizabeth Miller,Construction,2020-04-22,80445,EMP-111
EMP-W-4200,Lori Gardner,Machinist,2003-11-27,54471,EMP-111
EMP-W-4201,Shawn Kim,Construction,2016-01-15,51673,EMP-111
EMP-W-4202,Jeremy Edwards,Laborer,2011-11-10,82942,EMP-119
EMP-W-4203,Michelle Mcdonald,Machinist,15-MAR-2017,56488,EMP-125
EMP-W-4204,Jason Jenkins,Driver,2016-02-01,81880,EMP-109
EMP-W-4205,Justin Bernard,Office,2021-04-12,69721,EMP-115
EMP-W-4206,Peter Gilbert,Office,2004-02-06,55828,EMP-106
EMP-W-4207,David Hunt,Machinist,11/18/2000,70634,EMP-100
EMP-W-4208,Joshua Cunningham,Office,01/15/2020,67768,EMP-124
EMP-W-4209,Pedro Long,Driver,08/01/2023,80375,EMP-100
EMP-W-4210,Aaron Aguirre,Machinist,2022-07-20,52129,EMP-115
EMP-W-4211,Julia Brown,Welder,2020-10-05,62741,EMP-109
EMP-W-4212,Ronald Santos,Laborer,2023-11-27,60892,EMP-106
EMP-W-4213,Brent Roberts,Supervisor,2000-03-07,74674,EMP-105
EMP-W-4214,Mr. Antonio Yang,Machinist,2015-06-09,43546,EMP-130
EMP-W-4215,Nancy Brown,Machinist,07/31/2004,80305,EMP-119
EMP-W-4216,Charles Yang,Construction,2009-08-18,70393,EMP-109
EMP-W-4217,Danny Lowe PhD,Laborer,2013-07-29,38295,EMP-134
EMP-W-4218,Eric Hays,Driver,2012-07-06,83748,EMP-101
EMP-W-4219,John Watts,Driver,2022-07-07,102213,EMP-134
EMP-W-4220,Aaron Munoz,Driver,03/15/2011,80033,EMP-132
EMP-W-4221,Brent Harris,Machinist,2005-11-18,87685,EMP-100
EMP-W-4222,Ross Wallace,Laborer,2014-06-13,63536,EMP-114
EMP-W-4223,Bryan Sullivan,Office,2005-05-08,32092,EMP-109
EMP-W-4224,Dr. Sarah Payne,Welder,2008-08-30,28805,EMP-114
EMP-W-4225,Melanie Villarreal,Driver,2007-04-03,66591,EMP-131
EMP-W-4226,Jessica Fields,Driver,2016-11-26,51344,EMP-114
EMP-W-4227,Robert Sandoval,Welder,2019-12-13,45537,EMP-122
EMP-W-4228,Patrick Payne,Supervisor,02/02/2021,60870,EMP-107
EMP-W-4229,Dylan Contreras,Driver,2008-05-04,73080,EMP-102
EMP-W-4230,Katherine Contreras,Machinist,09/25/2017,35850,EMP-127
EMP-W-4231,Michael Rodriguez,Supervisor,2000-09-18,53920,EMP-138
EMP-W-4232,Jeffery Johnson,Office,2016-05-17,89177,EMP-109
EMP-W-4233,Justin Smith,Welder,2010-12-26,42644,EMP-122
EMP-W-4234,Matthew Barry,Welder,11/07/2019,77655,EMP-131
EMP-W-4235,Amanda Meadows,Welder,12/15/2007,53274,EMP-104
EMP-W-4236,Julie Sharp,Machinist,2024-05-31,71824,EMP-109
EMP-W-4237,William Howard,Machinist,02/22/2010,81751,EMP-124
EMP-W-4238,Kathy Bailey,Construction,06/22/2004,75343,EMP-104
EMP-W-4239,Jeanette Brown,Office,2019-06-08,78364,EMP-117
EMP-W-4240,Heather Ball,Driver,2018-01-08,41271,EMP-120
EMP-W-4241,Mike Buchanan,Machinist,10/16/2018,82045,EMP-124
EMP-W-4242,Phillip Turner,Supervisor,2008-09-10,46651,EMP-131
EMP-W-4243,Thomas Brewer,construction,07/01/2005,66671,EMP-126
EMP-W-4244,John Hopkins,Machinist,2009-07-21,66648,EMP-115
EMP-W-4245,Tammy Rowe,Office,2007-04-28,70732,EMP-135
EMP-W-4246,Beverly Nguyen,Construction,03/19/2002,68065,EMP-134
EMP-W-4247,Hannah Williamson,Warehouse,06/16/2000,46811,EMP-124
EMP-W-4248,Andrew Christian,Office,2020-10-05,37702,EMP-133
EMP-W-4249,Brent Rodriguez,Driver,2014-09-03,77702,EMP-115
EMP-W-4250,Karen Wolf,Laborer,2008-04-14,65345,EMP-113
EMP-W-4251,Dr. Morgan Young,Supervisor,09/28/2023,82688,EMP-135
EMP-W-4252,Carrie Stafford,Machinist,04/03/2003,61194,EMP-107
EMP-W-4253,Jennifer Brown,Supervisor,2021-11-02,36707,EMP-123
EMP-W-4254,Ashley Bradford,Welder,2018-04-05,79390,EMP-129
EMP-W-4255,Phillip Obrien,Office,2018-01-17,55333,EMP-115
EMP-W-4256,Tammy Morris,Warehouse,2015-01-22,68156,EMP-103
EMP-W-4257,Jamie Zhang,Driver,01-MAY-2018,50345,EMP-109
EMP-W-4258,Christina King,Laborer,2007-07-31,91597,EMP-127
EMP-W-4259,Dustin Harris,Laborer,2007-11-03,46221,EMP-106
EMP-W-4260,Robert Stokes,Construction,15-MAR-2021,55926,EMP-138
EMP-W-4261,Kevin Soto,Laborer,2017-06-01,63934,EMP-109
EMP-W-4262,Christina Patrick,Machinist,2008-02-16,42340,EMP-105
EMP-W-4263,Heather Russell,Driver,2013-07-09,67949,EMP-100
EMP-W-4264,Andrea Lopez,Machinist,2005-10-30,91014,EMP-111
EMP-W-4265,Susan May,Machinist,2003-06-10,53171,EMP-133
EMP-W-4266,Ronnie Hudson MD,Construction,2011-01-28,69112,EMP-126
EMP-W-4267,Luke Hansen,Construction,2009-05-19,28000,EMP-100
EMP-W-4268,Austin Patterson,Driver,08/25/2011,61299,EMP-109
EMP-W-4269,Benjamin Miller,Laborer,10/26/2021,56365,EMP-138
EMP-W-4270,Elizabeth Wilson,Machinist,2016-09-22,47267,EMP-100
EMP-W-4271,Kyle Rivera,Office,2006-09-24,81466,EMP-129
EMP-W-4272,Todd Nielsen,Welder,2012-12-08,56127,EMP-114
EMP-W-4273,Michael Jones,Machinist,04-JUL-2005,58805,EMP-117
EMP-W-4274,Tracy Jones,Office,05/21/2020,55210,EMP-108
EMP-W-4275,Sarah Frederick,Office,2015-01-03,28000,EMP-139
EMP-W-4276,Jennifer Brown,Warehouse,2021-12-31,41624,EMP-125
EMP-W-4277,Ashley Ruiz,Driver,04/09/2016,79299,EMP-129
EMP-W-4278,Deborah Johnson,Supervisor,2003-02-05,28000,EMP-125
EMP-W-4279,Dean Cook,Machinist,2007-06-12,48206,EMP-103
EMP-W-4280,Brenda Payne,Office,2007-11-06,54805,EMP-112
EMP-W-4281,Tammy Alvarado,driver,2012-05-27,93385,EMP-106
EMP-W-4282,Cynthia Jones,Supervisor,2021-01-08,75834,EMP-138
EMP-W-4283,Sue Warner,Laborer,2009-06-18,51970,EMP-115
EMP-W-4284,Amanda Zavala,Machinist,2011-11-08,85481,EMP-134
EMP-W-4285,Linda Salazar,Driver ,09/26/2019,48670,EMP-113
EMP-W-4286,Juan Potts,Welder,01/08/2024,80163,EMP-112
EMP-W-4287,Andrew Johnson,Laborer,2015-06-18,37540,EMP-115
EMP-W-4288,Marie Reynolds,Driver,2012-06-08,81318,EMP-136
EMP-W-4289,Samuel Mata,Construction,2022-07-01,54689,EMP-102
EMP-W-4290,Anthony Ayala,Supervisor,2022-05-10,43486,EMP-105
EMP-W-4291,Kimberly Dalton,Laborer,2010-09-01,58091,EMP-122
EMP-W-4292,Nancy Tran,Office,05-NOV-2011,66992,EMP-132
EMP-W-4293,Ralph Dominguez,Supervisor,2015-10-09,53094,EMP-125
EMP-W-4294,Jeffery Taylor,Machinist,2008-07-19,71971,EMP-106
EMP-W-4295,Steven Haas,Office,08/25/2009,51506,EMP-132
EMP-W-4296,Cory Kim,Machinist,2019-12-25,73166,EMP-101
EMP-W-4297,David Chapman,Construction,2007-05-16,69959,EMP-137
EMP-W-4298,Paul Beasley,Welder,2022-11-01,60903,EMP-110
EMP-W-4299,Laura Ritter,Construction,2017-09-18,54055,EMP-105
EMP-W-4300,Nathan Hess,Warehouse,2020-04-29,64727,EMP-113
EMP-W-4301,Cameron White,Machinist,2018-03-12,71904,EMP-132
EMP-W-4302,Gregory Rios,Supervisor,2001-05-08,99112,EMP-128
EMP-W-4303,Eduardo Obrien,Supervisor,08/17/2018,78909,EMP-118
EMP-W-4304,Bryan Jones,Office,07-MAY-2008,79567,EMP-102
EMP-W-4305,Joshua Simpson,Warehouse,02/15/2007,117593,EMP-113
EMP-W-4306,Heather Herman,Machinist,2021-02-23,71287,EMP-136
EMP-W-4307,Micheal Pugh,Driver,2002-03-12,70723,EMP-100
EMP-W-4308,Eileen Valdez,Welder,2018-02-11,74672,EMP-135
EMP-W-4309,Debra Wolfe,Construction,2020-08-07,43838,EMP-106
EMP-W-4310,Amy Mccullough,Supervisor,2004-02-10,54009,EMP-110
EMP-W-4311,Lisa Ramirez,Machinist ,2011-04-02,52888,EMP-104
EMP-W-4312,Chad Daugherty,Supervisor,12-DEC-2011,73657,EMP-122
EMP-W-4313,Patrick Clark,Driver,2020-07-05,58864,EMP-111
EMP-W-4314,Robert Thomas,Welder,2003-11-05,64488,EMP-130
EMP-W-4315,Melissa Santos,Construction,01/10/2013,81574,EMP-108
EMP-W-4316,Brian Porter,Construction,2018-12-13,77536,EMP-102
EMP-W-4317,Donald Cruz,Welder,2008-03-16,59089,EMP-125
EMP-W-4318,Angela Ramirez,Machinist,2006-03-01,49940,EMP-128
EMP-W-4319,Kathleen Roy,Supervisor,2008-01-23,82434,EMP-123
EMP-W-4320,Andrew Harris,Office,2020-10-07,75930,EMP-132
EMP-W-4321,Jeffrey Williams,Welder,27-APR-2004,33087,EMP-102
EMP-W-4322,Joshua Bailey,Warehouse,12/14/2021,56363,EMP-135
EMP-W-4323,Lee Barry,Machinist,26-FEB-2024,64979,EMP-106
EMP-W-4324,Susan Patrick,Office,2011-06-22,76018,EMP-110
EMP-W-4325,Nicole Peterson,Driver,2006-08-08,78381,EMP-114
EMP-W-4326,Jessica Patterson,Construction,2007-02-05,67110,EMP-105
EMP-W-4327,Nancy Brown,Construction,2008-11-10,72534,EMP-129
EMP-W-4328,James Griffith,Construction,07/04/2000,63154,EMP-106
EMP-W-4329,Shannon Hurley,Machinist,2020-08-29,49870,EMP-106
EMP-W-4330,Kenneth Carroll,Office,15-SEP-2006,57297,EMP-112
EMP-W-4331,Carla James,Supervisor,2006-07-02,62341,EMP-104
EMP-W-4332,Tammy Anderson,Supervisor,2010-04-12,61375,EMP-138
EMP-W-4333,Robert Tapia,Warehouse,2002-09-12,28059,EMP-130
EMP-W-4334,David Daniels,Welder,2019-05-20,54845,EMP-129
EMP-W-4335,James Gilbert,Machinist,17-OCT-2022,63011,EMP-130
EMP-W-4336,Matthew Patton,Warehouse,2017-12-25,56935,EMP-120
EMP-W-4337,Lisa Martinez,Office,02/08/2023,57557,EMP-103
EMP-W-4338,Erica Baker,Office,2008-04-18,70783,EMP-130
EMP-W-4339,Joel Gonzales,Laborer,2014-12-09,42578,EMP-113
EMP-W-4340,Vincent Castillo,Office,06/26/2023,32695,EMP-117
EMP-W-4341,Claudia Brown,Machinist,2013-03-16,55732,EMP-105
EMP-W-4342,Destiny Bishop,Driver,02/25/2018,75754,EMP-117
EMP-W-4343,Austin White,Driver,2006-05-05,92375,EMP-119
EMP-W-4344,Desiree Booth,Office,2004-04-05,76078,EMP-133
EMP-W-4345,Mark Thomas,Welder,2014-11-28,35571,EMP-111
EMP-W-4346,Amber Wilson,Driver,06-FEB-2022,57817,EMP-127
EMP-W-4347,Michael Valencia,Welder,2009-03-03,66619,EMP-110
EMP-W-4348,Amanda Love,Supervisor,08/09/2015,65196,EMP-126
EMP-W-4349,Miguel Green,Construction,2002-11-28,71707,EMP-134
EMP-W-4350,Michael Mathews,Office,2017-04-21,45493,EMP-122
EMP-W-4351,Nathan Burke,Laborer,01/21/2007,63168,EMP-135
EMP-W-4352,Billy Wallace,Driver,2015-08-09,69565,EMP-137
EMP-W-4353,Cynthia Nguyen,Supervisor,2018-01-09,76862,EMP-120
EMP-W-4354,Rodney Perry,Machinist,2023-11-16,47497,EMP-129
EMP-W-4355,Sherri Thomas,Construction,11/23/2017,55787,EMP-120
EMP-W-4356,Richard Rogers,Office,2019-06-01,28000,EMP-116
EMP-W-4357,Matthew Ruiz,Laborer,02/25/2001,50813,EMP-128
EMP-W-4358,Lisa Martin,Construction,2018-11-15,52560,EMP-137
EMP-W-4359,Timothy Buck,Laborer,02/21/2020,43647,EMP-113
EMP-W-4360,Lee Morton,Office,2016-02-04,64981,EMP-134
EMP-W-4361,Priscilla Romero,Office,2017-01-22,60992,EMP-113
EMP-W-4362,Hailey Lewis,Warehouse,2008-11-23,28000,EMP-112
EMP-W-4363,Amanda Barber,Supervisor,13-NOV-2023,65879,EMP-123
EMP-W-4364,Zachary Miller,Welder,2023-10-14,45290,EMP-119
EMP-W-4365,Timothy Walker,Driver,2001-12-27,70742,EMP-131
EMP-W-4366,Laura Kelley,Office,2004-01-21,38926,EMP-126
EMP-W-4367,Nicholas Abbott,Supervisor,2008-09-25,62540,EMP-134
EMP-W-4368,Amber Kennedy,Supervisor,29-MAY-2005,56903,EMP-107
EMP-W-4369,Jessica Adams,Construction,2016-08-16,67455,EMP-127
EMP-W-4370,Eileen Sanchez,Machinist,2007-10-10,64244,EMP-135
EMP-W-4371,Randall Cox,Office,03/20/2017,57407,EMP-124
EMP-W-4372,Paul Wilson,Office,2011-09-23,34347,EMP-118
EMP-W-4373,Nicholas Beard,Driver,2020-01-23,35410,EMP-106
EMP-W-4374,Harold Wagner,Laborer,2020-06-28,51490,EMP-139
EMP-W-4375,Martha Jacobs,Driver,01/23/2006,61850,EMP-131
EMP-W-4376,Jason Hudson,Driver,2000-01-29,51051,EMP-128
EMP-W-4377,Beth Medina,Laborer,06-DEC-2001,73253,EMP-118
EMP-W-4378,Jennifer Richards,Warehouse,2005-08-23,56974,EMP-114
EMP-W-4379,David Mitchell,Office,13-FEB-2004,44629,EMP-107
EMP-W-4380,Brad Fisher,Construction,2015-09-27,56994,EMP-107
EMP-W-4381,Ms. Mackenzie Barton,Construction,2008-10-13,66065,EMP-126
EMP-W-4382,Sherri Smith,Laborer,2006-10-04,67847,EMP-123
EMP-W-4383,Dennis Spencer,Welder,2014-06-20,95810,EMP-117
EMP-W-4384,Natalie Martinez,Welder,24-AUG-2012,49959,EMP-126
EMP-W-4385,Jeffrey Vaughn,Laborer,2013-09-04,60677,EMP-126
EMP-W-4386,Brandi Camacho DVM,Laborer,2023-01-17,69670,EMP-101
EMP-W-4387,Heather Morales,Supervisor,2017-08-19,61578,EMP-133
EMP-W-4388,Michelle Wilson,Supervisor,04/09/2010,52988,EMP-110
EMP-W-4389,Stephanie Vargas,Warehouse,2005-03-22,34113,EMP-135
EMP-W-4390,Wendy Williams,Warehouse,2006-12-15,52804,EMP-139
EMP-W-4391,Heather Cole,Laborer,2006-11-13,42673,EMP-136
EMP-W-4392,Jerry Davenport,Machinist,2005-04-06,30921,EMP-124
EMP-W-4393,John Taylor,Office,2016-09-19,47677,EMP-120
EMP-W-4394,Ralph Hendricks,Machinist,2001-04-22,43152,EMP-127
EMP-W-4395,Angela Huang,Driver,2014-02-24,72508,EMP-108
EMP-W-4396,Jacqueline Banks,Driver,2001-11-22,72819,EMP-136
EMP-W-4397,Jeffrey Romero,Welder,2006-12-05,45730,EMP-135
EMP-W-4398,Theresa Davis,Supervisor,2017-05-18,57315,EMP-113
EMP-W-4399,Glenn Elliott,Driver,2020-04-30,28551,EMP-101
EMP-W-4400,Lauren Anthony,Laborer,11/21/2004,53101,EMP-137
EMP-W-4401,Frank Flores,Laborer,2017-08-24,69181,EMP-139
EMP-W-4402,Charles Cervantes,Driver,15-FEB-2000,76848,EMP-136
EMP-W-4403,Virginia Clark,Laborer,2007-05-11,49165,EMP-108
EMP-W-4404,Laura Gilbert,supervisor,2004-02-28,80933,EMP-111
EMP-W-4405,Dustin Wilson,Warehouse,2013-10-04,34717,EMP-119
EMP-W-4406,Jeffrey Mcclure,Warehouse,10/26/2015,39542,EMP-124
EMP-W-4407,Thomas Zhang,Laborer,2012-10-29,74773,EMP-117
EMP-W-4408,Tammy Estrada,Machinist,15-OCT-2020,92080,EMP-101
EMP-W-4409,Daniel Roberson,Driver,15-NOV-2019,70881,EMP-129
EMP-W-4410,Alyssa Orr,Driver,2019-01-03,61273,EMP-109
EMP-W-4411,Kimberly Lloyd,Welder,11/04/2011,28000,EMP-111
EMP-W-4412,Ronnie Johnson,Driver,2020-05-07,28000,EMP-131
EMP-W-4413,Tom Duncan,Warehouse,2008-04-19,64329,EMP-125
EMP-W-4414,Kelly Guerra,Construction,2019-12-30,55554,EMP-101
EMP-W-4415,Brian Mccarthy,Driver,12/14/2005,42094,EMP-131
EMP-W-4416,Jill Reynolds,Warehouse,2021-02-01,63179,EMP-126
EMP-W-4417,Sean Kaiser,Supervisor,2007-09-05,64072,EMP-128
EMP-W-4418,Audrey Gomez,Machinist,04/14/2017,78999,EMP-119
EMP-W-4419,Ricky Luna,Machinist,2024-01-21,64458,EMP-136
EMP-W-4420,Jonathon Hill,Driver,2023-02-06,84111,EMP-121
EMP-W-4421,Kayla Waters,Construction,2008-12-15,62143,EMP-139
EMP-W-4422,Emily Middleton,Machinist,2024-04-14,59923,EMP-133
EMP-W-4423,Timothy Bauer,Driver,2013-02-04,81157,EMP-112
EMP-W-4424,Ryan Guerrero,Laborer,03/09/2023,44388,EMP-133
EMP-W-4425,Amanda Walters,Machinist,2001-07-22,112660,EMP-113
EMP-W-4426,Chad Bennett,Driver,2008-02-22,68754,EMP-113
EMP-W-4427,Megan Baker,Supervisor,2023-03-10,68854,EMP-108
EMP-W-4428,Robert Gross,Driver,2014-08-27,71451,EMP-108
EMP-W-4429,Craig Liu,Welder,2012-07-04,95788,EMP-130
